Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
32.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,47,13.94563444308926,15.0
23.0,4.8,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,12,16.82479191121949,10.0
31.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,26,4.664630782216606,15.0
36.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,7.589769422472331,5.0
26.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,21,7.705941974795929,10.0
38.0,4.9,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,25,6.164143763345328,5.0
32.0,3.5,Stormy,Jam,1,Snack,scooter,0.0,No,Urban,35,17.25937671693666,10.0
32.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,30,19.880688906108812,10.0
33.0,4.9,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22,10.706184356730287,15.0
20.0,4.7,Windy,High,1,Snack,scooter,0.0,No,Urban,10,6.1173690615583665,10.0
20.0,4.8,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,19,1.51798712661804,
35.0,5.0,Sunny,Low,2,Snack,scooter,1.0,No,Urban,11,3.06801652533814,10.0
26.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,11,3.0990100939449827,15.0
22.0,4.8,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.846013590625741,
35.0,4.3,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,33,10.844094035054757,5.0
,,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,12.2161949334661,
37.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,52,13.661199383826538,5.0
28.0,4.6,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,22,16.797998791306554,15.0
37.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Urban,16,3.0227804656534882,
23.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,11,9.1598473686937,5.0
27.0,4.9,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,9.296712100181459,
37.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,26,6.19680534366793,10.0
33.0,5.0,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,18,1.5179748068736865,10.0
31.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,6.0286740052559145,5.0
31.0,4.8,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,17.044988256333504,10.0
25.0,5.0,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,15,4.707104052532131,15.0
28.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,12.438888551921162,10.0
31.0,4.7,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,16,9.107220024938373,15.0
24.0,4.7,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,19,13.994592406584347,
39.0,4.6,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,27,13.37733285955016,
39.0,4.2,Fog,Jam,2,Snack,scooter,1.0,No,Semi-Urban,49,12.552275755914396,15.0
32.0,4.5,Windy,Low,2,Buffet,scooter,0.0,No,,20,1.4881912567305338,15.0
36.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,9.414207472710384,5.0
25.0,4.8,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,18,11.902753837483976,10.0
33.0,4.9,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,22,4.654256824131883,
30.0,4.4,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,34,10.624594799022637,15.0
33.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,24,16.790293751513897,5.0
36.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,6.118069582492733,15.0
21.0,4.8,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,14,2.992439854304365,10.0
39.0,4.9,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,30,7.335684979628507,
23.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,3.1380694073889375,10.0
35.0,4.8,Fog,Medium,2,Buffet,scooter,1.0,No,Urban,16,6.276138627413788,10.0
39.0,4.6,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,13.944598794232533,5.0
22.0,4.7,Sunny,High,1,Buffet,scooter,1.0,No,Urban,18,6.071959804867862,5.0
32.0,4.6,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,17,6.071422120848535,15.0
24.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,15,12.552275755914396,5.0
29.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,3.1380694073889375,10.0
,,,,1,Drinks,scooter,0.0,No,Metropolitian,19,6.1983397369141935,
26.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,10,9.204061108012812,15.0
20.0,4.5,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,27,7.845173108613386,15.0
35.0,4.1,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,37,13.942135995521298,15.0
39.0,4.6,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,44,13.945658037651098,
34.0,4.7,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,6.049848888722569,10.0
27.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,42,17.04433026158667,
30.0,4.8,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,17.25937671693666,15.0
25.0,4.4,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,39,17.03932066407865,5.0
25.0,4.7,Stormy,Medium,0,Meal,motorcycle,0.0,No,Urban,20,16.790293751513897,5.0
30.0,5.0,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,2.9760382618044683,5.0
24.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,13,9.204543446314432,10.0
39.0,4.8,Stormy,Jam,1,Meal,motorcycle,,No,Metropolitian,28,7.648215327844155,15.0
25.0,4.8,Windy,High,1,Snack,scooter,1.0,No,Urban,19,6.164026189217134,5.0
37.0,4.6,Fog,Low,0,Buffet,motorcycle,2.0,Yes,Urban,42,12.189899417672075,15.0
24.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.5496181081278617,5.0
25.0,4.2,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,16.87292741872069,15.0
32.0,4.6,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,25,1.5072188473775159,10.0
34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,6019.211230800504,
38.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,15,3.0207066398204954,15.0
36.0,4.8,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,13.391515800863722,5.0
25.0,5.0,Stormy,Jam,1,Meal,motorcycle,,No,Metropolitian,15,16.695945260596357,15.0
29.0,5.0,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,7.756832982430433,5.0
36.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,29,13.750484667228228,10.0
33.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,7.774259486970199,5.0
36.0,4.4,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,39,6.2054267911859675,15.0
21.0,4.8,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,16.824024800777703,15.0
25.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,19,4.601882860109106,15.0
23.0,4.8,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17,19.846613904419858,
25.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,15,1.5549023823647297,15.0
24.0,4.3,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Urban,19,3.020916215301368,
27.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,13.944427583887085,15.0
23.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,22,16.80256330471995,5.0
21.0,4.3,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,42,20.16747676677092,10.0
27.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,12,3.0359027903496822,15.0
32.0,4.2,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,20.212460530271784,10.0
25.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,16.695279587363153,15.0
39.0,4.7,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,15,2.980982302644845,15.0
27.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,12.14251877438058,5.0
39.0,3.8,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,37,16.793999796074814,
31.0,4.8,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,24,7.747259356564115,10.0
31.0,4.8,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,13,9.04302772134966,5.0
20.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,,16,1.5514770796415487,15.0
36.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,42,12.056953151951015,10.0
20.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,13.561204009757175,10.0
24.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,4.464417671579878,15.0
,,,,3,Snack,electric_scooter,0.0,No,Metropolitian,25,16.6351168936998,
39.0,4.2,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,39,16.610672955997156,5.0
37.0,4.8,Sunny,High,2,Meal,scooter,0.0,No,Metropolitian,18,6.219419664894865,10.0
32.0,4.9,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,6.19680534366793,
22.0,4.5,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,7.4519201744257,15.0
23.0,4.9,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,18,20.212460530271784,
33.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,49,16.577488524535223,10.0
23.0,,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,4.53364788897892,10.0
27.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,12.396712257294642,5.0
34.0,4.7,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,23,6.108440050157439,15.0
26.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,11,1.5180601842214017,10.0
31.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,9.074471773144907,15.0
32.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,18,3.0592417522807835,5.0
27.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,3.020731790895242,
21.0,4.9,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36,13.945658037651098,
28.0,4.8,Fog,Low,1,Drinks,motorcycle,,No,Metropolitian,18,7.747793362638613,5.0
24.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Urban,17,6.276138627413788,15.0
33.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,1.5341291142656948,10.0
20.0,4.6,Fog,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,44,13.945629461520687,15.0
31.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,9.32931954189402,15.0
,,Stormy,Low,2,Snack,scooter,0.0,No,,19,4.588712137571156,
36.0,5.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,10.586720360323753,10.0
31.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,17.042634005429182,10.0
39.0,4.1,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,9.20451275105084,5.0
29.0,4.6,Sunny,Jam,2,Meal,electric_scooter,,No,Metropolitian,17,12.1426704162829,15.0
29.0,4.6,Sandstorms,High,1,Snack,scooter,0.0,No,Urban,23,6.0714137610243695,
37.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,4.664602978341938,10.0
33.0,4.7,Cloudy,High,0,Snack,motorcycle,0.0,No,Urban,26,6.276138627413788,10.0
31.0,3.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,35,10.69100092566136,10.0
37.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,41,6.276138627413788,5.0
26.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,,23,9.296531667508171,10.0
24.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,17.10252275797518,
23.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,3.1380694073889375,10.0
36.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,1.5690347154047222,15.0
39.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,6.205591081602371,15.0
20.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,12.438452034187964,10.0
20.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,36,20.166286848244525,15.0
29.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,9.067759514407921,5.0
36.0,4.8,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,31,17.103104604488404,5.0
36.0,4.0,Sunny,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,13.611105169020725,5.0
22.0,4.8,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,15,12.056968418188378,15.0
38.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,10.704957546119868,5.0
39.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,7.5891604266051464,15.0
24.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,7.551948584727068,10.0
30.0,4.1,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,43,10.983241696284242,
35.0,4.8,Fog,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,48,13.8048731994065,10.0
33.0,4.5,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,13.941657178556085,
39.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,21,10.900635211617388,5.0
31.0,4.3,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,44,12.099040609550995,10.0
37.0,4.5,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26,1.5495096221395899,15.0
37.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,26,4.654256824131883,5.0
33.0,5.0,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,1.5269331229167933,5.0
24.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Urban,19,9.414207472710384,15.0
33.0,4.5,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,18,11.902924672838564,5.0
39.0,4.7,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,38,10.47279774286206,
37.0,4.6,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32,13.563852221699795,10.0
25.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,17,7.6696078159334125,5.0
28.0,4.8,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,11,9.177365744557306,
38.0,4.7,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,31,6.205474967025108,10.0
,,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,43,10.41513064614557,
31.0,4.6,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,9.308258482124039,10.0
25.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,22,9.164099415262326,15.0
35.0,4.9,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,43,10.858950700039014,5.0
39.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,42,10.550295445173377,10.0
38.0,3.9,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,42,12.082423061296744,10.0
35.0,4.7,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,4.647989333607506,10.0
29.0,4.7,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,2.9777179937144274,15.0
27.0,4.6,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,4.554150979429106,5.0
38.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Semi-Urban,54,13.962004343954739,10.0
36.0,4.9,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,21,10.625702124383546,
26.0,4.0,Cloudy,High,1,Buffet,motorcycle,,No,Metropolitian,34,6.136519522327368,
26.0,4.1,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,36,13.41246037752413,5.0
36.0,4.9,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17,9.30866211935528,10.0
21.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,1.4880598281966515,
35.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27,12.39395555693745,
20.0,4.5,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,26,6.205452508878913,5.0
23.0,4.6,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,13.764250249667594,15.0
37.0,5.0,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,9.066849655818128,10.0
26.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,9.297076456518699,5.0
29.0,5.0,Sandstorms,Low,1,Snack,scooter,,No,Urban,11,12.142486110300894,15.0
26.0,4.9,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,28,16.61263581820452,15.0
29.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,9.177225998300313,5.0
29.0,4.7,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,3.0139588709850593,15.0
21.0,4.9,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,26,4.391724962431041,10.0
22.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,3.1028522086456105,15.0
31.0,4.0,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,39,11.902753837483976,15.0
20.0,4.5,Fog,Low,1,Snack,motorcycle,0.0,No,,11,3.1098846908757523,
30.0,3.9,Stormy,Jam,2,Drinks,electric_scooter,,No,Metropolitian,32,12.09895659021292,15.0
36.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43,10.846831683111873,15.0
24.0,4.7,Fog,Medium,1,Buffet,scooter,,No,Metropolitian,13,6.205738534229064,10.0
32.0,4.7,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,1.5513238067891462,10.0
25.0,5.0,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,27,9.294705791241629,5.0
27.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,6.136227883481779,15.0
32.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,10.845889966900735,15.0
23.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,19,6.197038931411321,
39.0,4.4,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,20.141124436630037,5.0
20.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,9.414207472710384,5.0
20.0,4.8,Windy,Medium,2,Drinks,electric_scooter,0.0,No,,15,11.905861749701417,10.0
29.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,4.488577625713805,15.0
26.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,20.827572697496162,
25.0,5.0,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,14,1.5573379636752027,
34.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,6.1983397369141935,
31.0,4.9,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,28,6.1637986891740075,15.0
24.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,20.39744277518833,5.0
30.0,4.9,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,30,13.805626960612091,
36.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,19.351082464681625,5.0
36.0,4.4,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,37,20.832850885767474,15.0
26.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,20.827407215133082,5.0
30.0,4.6,Sunny,Low,2,Buffet,scooter,1.0,No,,29,16.635239139962547,10.0
20.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,4.707104052532131,
33.0,4.7,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,15,7.747301749382051,15.0
,,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,24,10.983241696284242,
34.0,4.0,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39,13.743748712643285,5.0
36.0,4.6,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,12.271931674508645,10.0
33.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,2.9810670001645097,
22.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,16.760840661942968,
38.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,1.529404811880711,
27.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,20,12.396903135321507,15.0
32.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,10.43231016908222,
26.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,12.396259636750276,10.0
29.0,4.5,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,15,19.630777254614774,10.0
31.0,4.5,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,29,12.43875210831113,15.0
28.0,4.6,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,14,6.135383422532994,15.0
21.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,11,8.918886685100235,
21.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,,No,Metropolitian,19,7.774458242271917,5.0
30.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,12.552275755914396,10.0
29.0,4.7,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Urban,11,5.98448470305908,5.0
20.0,4.8,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,14,1.5271543706841988,10.0
28.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,15,13.713493498525082,10.0
25.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,10.687630840937478,10.0
,,,,3,Buffet,motorcycle,1.0,Yes,Urban,43,16.82376113749127,
38.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,3.098689497995881,5.0
39.0,4.9,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,4.60191950861356,10.0
26.0,4.9,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,9.107880591147302,5.0
33.0,4.4,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,43,10.883781468541267,15.0
24.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,25,9.074511964797063,10.0
24.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,6.2195799756053045,10.0
33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,13.591743492034936,15.0
35.0,4.2,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,44,13.59160829724938,10.0
27.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,13.740852946327324,5.0
,,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,19,7.74607909737689,5.0
29.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15,4.648411816939903,5.0
34.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,19.321445595985512,10.0
20.0,4.7,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,25,2.9809448604628397,15.0
